date,symbol,predicted_alpha,prediction_rank,shadow_decision,decision,target_weight,research_gate
2026-08-31,MO,0.24313020172340422,1.0,NO_TRADE,NO_TRADE,0.0,FAIL
2026-08-31,PGR,0.24275357047731883,0.9966666666666667,NO_TRADE,NO_TRADE,0.0,FAIL
2026-08-31,CB,0.23102354655683985,0.9933333333333333,NO_TRADE,NO_TRADE,0.0,FAIL
2026-08-31,ALL,0.22350486995329852,0.99,NO_TRADE,NO_TRADE,0.0,FAIL
2026-08-31,WM,0.21809377054811402,0.9866666666666667,NO_TRADE,NO_TRADE,0.0,FAIL
2026-08-31,APA,0.21479277013897857,0.9833333333333333,NO_TRADE,NO_TRADE,0.0,FAIL
2026-08-31,MDLZ,0.21436812088841128,0.98,NO_TRADE,NO_TRADE,0.0,FAIL
2026-08-31,COP,0.21254780805206938,0.9766666666666667,NO_TRADE,NO_TRADE,0.0,FAIL
2026-08-31,VTR,0.21231939347261247,0.9733333333333334,NO_TRADE,NO_TRADE,0.0,FAIL
2026-08-31,ADP,0.2118315743516222,0.97,NO_TRADE,NO_TRADE,0.0,FAIL
2026-08-31,MRSH,0.2109402289355399,0.9666666666666667,NO_TRADE,NO_TRADE,0.0,FAIL
2026-08-31,ED,0.21026328358780358,0.9633333333333334,NO_TRADE,NO_TRADE,0.0,FAIL
2026-08-31,ABBV,0.20593360984708498,0.96,NO_TRADE,NO_TRADE,0.0,FAIL
2026-08-31,DVN,0.20307776331008773,0.9566666666666667,NO_TRADE,NO_TRADE,0.0,FAIL
2026-08-31,KR,0.20293748711528117,0.9533333333333334,NO_TRADE,NO_TRADE,0.0,FAIL
2026-08-31,MCK,0.20284820580203744,0.95,NO_TRADE,NO_TRADE,0.0,FAIL
2026-08-31,HIG,0.20188141085345354,0.9466666666666667,NO_TRADE,NO_TRADE,0.0,FAIL
2026-08-31,CCI,0.201715009880603,0.9433333333333334,NO_TRADE,NO_TRADE,0.0,FAIL
2026-08-31,EOG,0.2010576829267151,0.94,NO_TRADE,NO_TRADE,0.0,FAIL
2026-08-31,AON,0.19910517840342548,0.9366666666666666,NO_TRADE,NO_TRADE,0.0,FAIL
2026-08-31,CVX,0.19749180814773415,0.9333333333333333,NO_TRADE,NO_TRADE,0.0,FAIL
2026-08-31,EIX,0.19743395205257988,0.93,NO_TRADE,NO_TRADE,0.0,FAIL
2026-08-31,KO,0.19683478884174674,0.9266666666666666,NO_TRADE,NO_TRADE,0.0,FAIL
2026-08-31,JNJ,0.19656377202323577,0.9233333333333333,NO_TRADE,NO_TRADE,0.0,FAIL
2026-08-31,TJX,0.19590682727922287,0.92,NO_TRADE,NO_TRADE,0.0,FAIL
2026-08-31,LYB,0.19431306453312522,0.9166666666666666,NO_TRADE,NO_TRADE,0.0,FAIL
2026-08-31,AMT,0.19339843741033996,0.9133333333333333,NO_TRADE,NO_TRADE,0.0,FAIL
2026-08-31,XOM,0.19260396516317435,0.91,NO_TRADE,NO_TRADE,0.0,FAIL
2026-08-31,OXY,0.19239834378075937,0.9066666666666666,NO_TRADE,NO_TRADE,0.0,FAIL
2026-08-31,ACN,0.19141276337441626,0.9033333333333333,NO_TRADE,NO_TRADE,0.0,FAIL
2026-08-31,TSN,0.1910443767686146,0.9,NO_TRADE,NO_TRADE,0.0,FAIL
2026-08-31,WELL,0.18956084425114644,0.8966666666666666,NO_TRADE,NO_TRADE,0.0,FAIL
2026-08-31,VZ,0.18904074731293072,0.8933333333333333,NO_TRADE,NO_TRADE,0.0,FAIL
2026-08-31,SO,0.18874602161593,0.89,NO_TRADE,NO_TRADE,0.0,FAIL
2026-08-31,T,0.18635326017171522,0.8866666666666667,NO_TRADE,NO_TRADE,0.0,FAIL
2026-08-31,AFL,0.18624068032383745,0.8833333333333333,NO_TRADE,NO_TRADE,0.0,FAIL
2026-08-31,AAPL,0.18571135184093104,0.88,NO_TRADE,NO_TRADE,0.0,FAIL
2026-08-31,TRV,0.18321973100383687,0.8766666666666667,NO_TRADE,NO_TRADE,0.0,FAIL
2026-08-31,PAYX,0.18265006996009023,0.8733333333333333,NO_TRADE,NO_TRADE,0.0,FAIL
2026-08-31,CTSH,0.1815230489882387,0.87,NO_TRADE,NO_TRADE,0.0,FAIL
2026-08-31,EXC,0.1808967829523454,0.8666666666666667,NO_TRADE,NO_TRADE,0.0,FAIL
2026-08-31,AIG,0.18037484445766136,0.8633333333333333,NO_TRADE,NO_TRADE,0.0,FAIL
2026-08-31,DUK,0.1799843615078453,0.86,NO_TRADE,NO_TRADE,0.0,FAIL
2026-08-31,SBAC,0.17854867486598913,0.8566666666666667,NO_TRADE,NO_TRADE,0.0,FAIL
2026-08-31,CNP,0.17826881547384557,0.8533333333333334,NO_TRADE,NO_TRADE,0.0,FAIL
2026-08-31,CME,0.17571249362194086,0.85,NO_TRADE,NO_TRADE,0.0,FAIL
2026-08-31,CL,0.1752641540244074,0.8466666666666667,NO_TRADE,NO_TRADE,0.0,FAIL
2026-08-31,DGX,0.1739899753932727,0.8433333333333334,NO_TRADE,NO_TRADE,0.0,FAIL
2026-08-31,LLY,0.17378537280235642,0.84,NO_TRADE,NO_TRADE,0.0,FAIL
2026-08-31,PCG,0.1732795980793189,0.8366666666666667,NO_TRADE,NO_TRADE,0.0,FAIL
2026-08-31,CF,0.17244893345232976,0.8333333333333334,NO_TRADE,NO_TRADE,0.0,FAIL
2026-08-31,COR,0.17154475518810713,0.83,NO_TRADE,NO_TRADE,0.0,FAIL
2026-08-31,CMG,0.17097050365549316,0.8266666666666667,NO_TRADE,NO_TRADE,0.0,FAIL
2026-08-31,PM,0.17033086621331023,0.8233333333333334,NO_TRADE,NO_TRADE,0.0,FAIL
2026-08-31,SPG,0.16747548078014338,0.82,NO_TRADE,NO_TRADE,0.0,FAIL
2026-08-31,ABT,0.16478969533076077,0.8166666666666667,NO_TRADE,NO_TRADE,0.0,FAIL
2026-08-31,INCY,0.16398698587077748,0.8133333333333334,NO_TRADE,NO_TRADE,0.0,FAIL
2026-08-31,SYY,0.16297278602028842,0.81,NO_TRADE,NO_TRADE,0.0,FAIL
2026-08-31,FISV,0.162079662073926,0.8066666666666666,NO_TRADE,NO_TRADE,0.0,FAIL
2026-08-31,PEG,0.16115762553618376,0.8033333333333333,NO_TRADE,NO_TRADE,0.0,FAIL
2026-08-31,PEP,0.1592817579561142,0.8,NO_TRADE,NO_TRADE,0.0,FAIL
2026-08-31,AEP,0.15844271946217856,0.7966666666666666,NO_TRADE,NO_TRADE,0.0,FAIL
2026-08-31,LMT,0.1583987942237024,0.7933333333333333,NO_TRADE,NO_TRADE,0.0,FAIL
2026-08-31,D,0.15826179172486732,0.79,NO_TRADE,NO_TRADE,0.0,FAIL
2026-08-31,NEE,0.15822381907421046,0.7866666666666666,NO_TRADE,NO_TRADE,0.0,FAIL
2026-08-31,FE,0.15815245422678534,0.7833333333333333,NO_TRADE,NO_TRADE,0.0,FAIL
2026-08-31,GIS,0.1575228440415983,0.78,NO_TRADE,NO_TRADE,0.0,FAIL
2026-08-31,COST,0.15734053313907084,0.7766666666666666,NO_TRADE,NO_TRADE,0.0,FAIL
2026-08-31,CI,0.1551632696184511,0.7733333333333333,NO_TRADE,NO_TRADE,0.0,FAIL
2026-08-31,COO,0.15473946667826086,0.77,NO_TRADE,NO_TRADE,0.0,FAIL
2026-08-31,HSY,0.1544092788387918,0.7666666666666667,NO_TRADE,NO_TRADE,0.0,FAIL
2026-08-31,PSA,0.15354436742161323,0.7633333333333333,NO_TRADE,NO_TRADE,0.0,FAIL
2026-08-31,SRE,0.15340380795792743,0.76,NO_TRADE,NO_TRADE,0.0,FAIL
2026-08-31,TMO,0.15276828519909016,0.7566666666666667,NO_TRADE,NO_TRADE,0.0,FAIL
2026-08-31,PSX,0.15258349256392642,0.7533333333333333,NO_TRADE,NO_TRADE,0.0,FAIL
2026-08-31,FANG,0.15249243801560947,0.75,NO_TRADE,NO_TRADE,0.0,FAIL
2026-08-31,V,0.15221490600663956,0.7466666666666667,NO_TRADE,NO_TRADE,0.0,FAIL
2026-08-31,MRK,0.1521866037001575,0.7433333333333333,NO_TRADE,NO_TRADE,0.0,FAIL
2026-08-31,MCD,0.15075106680635636,0.74,NO_TRADE,NO_TRADE,0.0,FAIL
2026-08-31,ORLY,0.1504195376860953,0.7366666666666667,NO_TRADE,NO_TRADE,0.0,FAIL
2026-08-31,PPL,0.14875263327707414,0.7333333333333333,NO_TRADE,NO_TRADE,0.0,FAIL
2026-08-31,ICE,0.14873959787326763,0.73,NO_TRADE,NO_TRADE,0.0,FAIL
2026-08-31,LVS,0.14754013660692344,0.7266666666666667,NO_TRADE,NO_TRADE,0.0,FAIL
2026-08-31,XEL,0.1461928033692426,0.7233333333333334,NO_TRADE,NO_TRADE,0.0,FAIL
2026-08-31,AZO,0.14616213930525504,0.72,NO_TRADE,NO_TRADE,0.0,FAIL
2026-08-31,RTX,0.14590863017476105,0.7166666666666667,NO_TRADE,NO_TRADE,0.0,FAIL
2026-08-31,PG,0.14531268852307289,0.7133333333333334,NO_TRADE,NO_TRADE,0.0,FAIL
2026-08-31,SCHW,0.1450519910364571,0.71,NO_TRADE,NO_TRADE,0.0,FAIL
2026-08-31,SBUX,0.1438782429658476,0.7066666666666667,NO_TRADE,NO_TRADE,0.0,FAIL
2026-08-31,ZBH,0.14323400696590013,0.7033333333333334,NO_TRADE,NO_TRADE,0.0,FAIL
2026-08-31,UHS,0.14313720395230095,0.7,NO_TRADE,NO_TRADE,0.0,FAIL
2026-08-31,CRM,0.14225455714741456,0.6966666666666667,NO_TRADE,NO_TRADE,0.0,FAIL
2026-08-31,SYK,0.14173939133596444,0.6933333333333334,NO_TRADE,NO_TRADE,0.0,FAIL
2026-08-31,INTU,0.14162830436970222,0.69,NO_TRADE,NO_TRADE,0.0,FAIL
2026-08-31,DHR,0.14153615787377732,0.6866666666666666,NO_TRADE,NO_TRADE,0.0,FAIL
2026-08-31,KMB,0.14097469218057332,0.6833333333333333,NO_TRADE,NO_TRADE,0.0,FAIL
2026-08-31,MAR,0.14086405784354067,0.68,NO_TRADE,NO_TRADE,0.0,FAIL
2026-08-31,LH,0.1406717397658909,0.6766666666666666,NO_TRADE,NO_TRADE,0.0,FAIL
2026-08-31,WYNN,0.13993136782554055,0.6733333333333333,NO_TRADE,NO_TRADE,0.0,FAIL
2026-08-31,VMRK,0.13930628512726861,0.67,NO_TRADE,NO_TRADE,0.0,FAIL
2026-08-31,UNP,0.13852081996280208,0.6666666666666666,NO_TRADE,NO_TRADE,0.0,FAIL
2026-08-31,ULTA,0.13719614518989706,0.6633333333333333,NO_TRADE,NO_TRADE,0.0,FAIL
2026-08-31,YUM,0.13612382190216887,0.66,NO_TRADE,NO_TRADE,0.0,FAIL
2026-08-31,PLD,0.13527559310730464,0.6566666666666666,NO_TRADE,NO_TRADE,0.0,FAIL
2026-08-31,ADSK,0.13491247199958292,0.6533333333333333,NO_TRADE,NO_TRADE,0.0,FAIL
2026-08-31,MA,0.1343841497116764,0.65,NO_TRADE,NO_TRADE,0.0,FAIL
2026-08-31,KMI,0.1341478071859411,0.6466666666666666,NO_TRADE,NO_TRADE,0.0,FAIL
2026-08-31,CSX,0.13392296253360103,0.6433333333333333,NO_TRADE,NO_TRADE,0.0,FAIL
2026-08-31,TAP,0.13389223803817768,0.64,NO_TRADE,NO_TRADE,0.0,FAIL
2026-08-31,VRSN,0.12779394826383428,0.6366666666666667,NO_TRADE,NO_TRADE,0.0,FAIL
2026-08-31,ETR,0.12641792405588284,0.6333333333333333,NO_TRADE,NO_TRADE,0.0,FAIL
2026-08-31,BDX,0.1260626541571266,0.63,NO_TRADE,NO_TRADE,0.0,FAIL
2026-08-31,WMT,0.12552082695658678,0.6266666666666667,NO_TRADE,NO_TRADE,0.0,FAIL
2026-08-31,NSC,0.12394142798150537,0.6233333333333333,NO_TRADE,NO_TRADE,0.0,FAIL
2026-08-31,SPGI,0.12304900316890297,0.62,NO_TRADE,NO_TRADE,0.0,FAIL
2026-08-31,MGM,0.12265496202061346,0.6166666666666667,NO_TRADE,NO_TRADE,0.0,FAIL
2026-08-31,GWW,0.12233912076833853,0.6133333333333333,NO_TRADE,NO_TRADE,0.0,FAIL
2026-08-31,HCA,0.12231917604131641,0.61,NO_TRADE,NO_TRADE,0.0,FAIL
2026-08-31,NOC,0.12212034529068724,0.6066666666666667,NO_TRADE,NO_TRADE,0.0,FAIL
2026-08-31,TSCO,0.12196563274616186,0.6033333333333334,NO_TRADE,NO_TRADE,0.0,FAIL
2026-08-31,DVA,0.12045621998509888,0.6,NO_TRADE,NO_TRADE,0.0,FAIL
2026-08-31,UNH,0.11948959784875507,0.5966666666666667,NO_TRADE,NO_TRADE,0.0,FAIL
2026-08-31,ZTS,0.11889352650686323,0.5933333333333334,NO_TRADE,NO_TRADE,0.0,FAIL
